name,rankingPosition,priceLevel,category,rating,address,numberOfReviews,cuisine,priceLevelNumeric
Kiwi Fish & Chips,382,$$ - $$$,restaurant,4.6,"412-422 Victoria Pde Shop 9B, Melbourne, Victoria 3002 Australia",89,Seafood,3
Mesh - Crown Promenade,378,$$ - $$$,restaurant,4.37,"8 Whiteman Street, Southbank 8 Whiteman St, Southbank, Melbourne, Victoria 3006 Australia",432,Middle Eastern,3
Claypots Evening Star,372,$$ - $$$,restaurant,4.7,"Corner Cecil and York Streets South Melbourne Market, Melbourne, Victoria 3205 Australia",137,Chinese,3
Radii Restaurant & Bar,384,$$$$,restaurant,4.42,"1 Parliament Pl, Melbourne, Victoria 3002 Australia",211,Australian,4
Riverland,375,$$ - $$$,restaurant,4.38,"Vaults 1-9 Federation Wharf Federation Square, Melbourne, Victoria 3000 Australia",317,Vietnamese,2
Saxe,379,$$ - $$$,restaurant,3.61,"211 Queen St, Melbourne, Victoria 3000 Australia",52,Greek,2
Little Africa,362,$$ - $$$,restaurant,4.46,"358 Victoria St, Melbourne, Victoria 3051 Australia",58,Thai,2
Plus 5,359,$$ - $$$,restaurant,4.33,"37 South Wharf Promenade, Melbourne, Victoria 3008 Australia",233,Dessert,3
A25 Pizzeria CBD,363,$$ - $$$,restaurant,4.6,"Taylors College 399 Lonsdale St, Melbourne, Victoria 3000 Australia",77,Australian,3
Hooks At The Yarra,390,$$ - $$$,restaurant,3.58,"Yarra's Edge 50 River Esp Docklands, Melbourne, Victoria 3008 Australia",130,Korean,2
Dish & Spoon,2,$$ - $$$,restaurant,4.54,"122 Highfield Rd, Camberwell, Victoria 3124 Australia",72,Middle Eastern,3
Khao San Road,5,$$ - $$$,restaurant,3.7,"696 Mt Alexander Rd, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",114,Australian,2
Garden State Hotel,345,$$ - $$$,restaurant,4.0,"101 Flinders Lane, Melbourne, Victoria 3000 Australia",299,Korean,3
QT Kitchen,1,$$ - $$$,restaurant,3.8,"12 High St, Glen Iris, Stonnington, Victoria 3146 Australia",71,Greek,3
Kri Kri,333,$$ - $$$,restaurant,3.9,"39-41 Little Bourke St, Melbourne, Victoria 3000 Australia",370,Italian,3
Naked in the Sky,20,$$ - $$$,restaurant,4.15,"285 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",130,French,3
Bahari the Hellenic Palate,9,$$ - $$$,restaurant,4.2,"179 Swan St, Richmond, Yarra, Victoria 3121 Australia",147,Dessert,3
Saint & Rogue,330,$$ - $$$,restaurant,3.3,"582 Little Collins St, Melbourne, Victoria 3000 Australia",127,Chinese,2
Little Vietnam 504,1,$$ - $$$,restaurant,4.41,"504 Hampton St, Hampton, Bayside, Victoria 3188 Australia",145,Vietnamese,3
Mr. Miyagi,2,$$ - $$$,restaurant,3.39,"99 Chapel St, Windsor, Stonnington, Victoria 3181 Australia",401,Thai,2
The Crafty Squire,299,$$ - $$$,restaurant,3.49,"127 Russell St, Melbourne, Victoria 3000 Australia",363,Korean,3
Abla's,316,$$ - $$$,restaurant,3.11,"109 Elgin St, Melbourne, Victoria 3053 Australia",204,Korean,3
Spring Street Grocer Cafe,305,$$ - $$$,restaurant,4.4,"157 Spring St, Melbourne, Victoria 3000 Australia",96,Café,3
Franco-Belge,377,$$ - $$$,restaurant,3.7,"9 Evans Place, Hawthorn East, Melbourne, Victoria 3123 Australia",74,Middle Eastern,3
Left Bank Melbourne,368,$$ - $$$,restaurant,3.7,"1 Southbank Boulevard, Melbourne, Victoria 3006 Australia",841,Australian,2
French Saloon,370,$$$$,restaurant,4.58,"46 Hardware Lane First Floor, Melbourne, Victoria 3000 Australia",92,French,4
The Moat,365,$$ - $$$,restaurant,3.98,"176 Little Lonsdale St, Melbourne, Victoria 3000 Australia",123,Japanese,3
The League of Honest Coffee,386,$$ - $$$,restaurant,4.1,"8 Exploration Lane, Melbourne, Victoria 3000 Australia",94,Café,2
The Louden Kitchen & Grill,387,$$ - $$$,restaurant,4.7,"265 Little Bourke St, Melbourne, Victoria 3000 Australia",157,American,3
Hot Poppy,364,$$ - $$$,restaurant,4.8,"9 Errol St, Melbourne, Victoria 3051 Australia",74,French,3
The Essence,369,$$ - $$$,restaurant,4.8,"Corner Exhibition & Lonsdale Streets Melbourne Marriott Hotel, Melbourne, Victoria 3000 Australia",240,Thai,2
Bratwurst Shop & Co,388,$,restaurant,4.38,"Therry St. Queen Victoria Market Shop 99-100, Melbourne, Victoria 3000 Australia",73,French,1
Rocket Burger & Fries,321,$,restaurant,4.35,"Cnr Flinders & Elizabeth Streets 26 Elizabeth St, Melbourne, Victoria 3000 Australia",131,American,1
Chiba Japanese Restaurant,4,$$ - $$$,restaurant,3.68,"41 Hall St, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",185,Japanese,3
Dock 37 Bar and Kitchen,337,$$ - $$$,restaurant,3.61,"2 Convention Centre Pl South Wharf, Melbourne, Victoria 3006 Australia",177,Italian,2
Salona Restaurant,351,$$ - $$$,restaurant,4.6,"260A Swan Street, Richmond, Melbourne, Victoria 3121 Australia",126,American,2
Shakahari too,355,$$ - $$$,restaurant,4.57,"225 Clarendon St, Melbourne, Victoria 3205 Australia",89,Korean,3
Aix Cafe,358,$,restaurant,4.16,"24 Centre Pl, Melbourne, Victoria 3000 Australia",85,Café,1
Cochin Wine Bar & Restaurant,10,$$ - $$$,restaurant,3.63,"256 Swan St, Richmond, Yarra, Victoria 3121 Australia",118,Dessert,2
Cafe Issus,339,$$ - $$$,restaurant,3.96,"8-10 Centre Pl, Melbourne, Victoria 3000 Australia",264,Café,2
The Tippler & Co,336,$$ - $$$,restaurant,4.2,"58 Wellington Pde, Melbourne, Victoria 3002 Australia",121,American,2
Philhellene,3,$$ - $$$,restaurant,3.68,"551-553 Mount Alexander Rd, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",187,Australian,2
Pretty Boy Italian Steakhouse,348,$$ - $$$,restaurant,3.82,"399 Little Lonsdale Street Level 1, Melbourne, Victoria 3000 Australia",73,American,3
Elephant and Wheelbarrow,327,$$ - $$$,restaurant,3.14,"94-96 Bourke St, Melbourne, Victoria 3000 Australia",582,Seafood,3
Plain Sailing,1,$$ - $$$,restaurant,3.75,"144 Ormond Rd, Elwood, Port Phillip, Victoria 3184 Australia",85,Middle Eastern,2
Little Tommy Tucker Cafe,4,$$ - $$$,restaurant,4.2,"432 Centre Rd, Bentleigh, Glen Eira, Victoria 3204 Australia",153,Café,3
Lentil As Anything St Kilda,14,$,restaurant,4.62,"41 Blessington St, St Kilda, Port Phillip, Victoria 3182 Australia",219,Greek,1
Yassas - The Greek Way,392,$$ - $$$,restaurant,4.3,"4-9/3 Southgate Ave Southgate Plaza, Melbourne, Victoria 3006 Australia",399,Greek,2
Locanda Restaurant & Public Bar,317,$$ - $$$,restaurant,4.38,"186 Exhibition St, Melbourne, Victoria 3000 Australia",369,Australian,3
Pud Thai vs Pho,347,$,restaurant,4.13,"60 Siddeley St, Melbourne, Victoria 3008 Australia",103,Thai,1
Sake Restaurant & Bar,389,$$ - $$$,restaurant,3.5,"121 Flinders Lane, Melbourne, Victoria 3000 Australia",181,French,2
Swaad India's Zest,3,$$ - $$$,restaurant,3.89,"Shop 9 271-275 Centre Rd, Bentleigh, Glen Eira, Victoria 3204 Australia",81,Indian,3
Cafe Keyif,343,$$ - $$$,restaurant,3.98,"U 1 550 Flinders St Entry Through Downie Street, Melbourne, Victoria 3000 Australia",138,Café,2
Half Moon Cafe,1,$,restaurant,3.4,"13 Victoria St Shop 13, Coburg, Moreland, Victoria 3058 Australia",65,Café,1
Brighton Soul,5,$,restaurant,4.9,"129 Church Street, Brighton, Bayside, Victoria 3186 Australia",131,Chinese,1
Bistro La Provence,6,$$ - $$$,restaurant,4.5,"234 Esplanade, Brighton, Bayside, Victoria 3186 Australia",146,French,3
Avatar Indian Cuisine,1,$$ - $$$,restaurant,4.6,"291 Whitehorse Rd Opposite Balwyn Park, Balwyn, Boroondara, Victoria 3103 Australia",88,Indian,2
Paper Plate Restaurant,12,$$ - $$$,restaurant,4.47,"318 Bridge Rd, Richmond, Yarra, Victoria 3121 Australia",65,Italian,3
Jim's Greek Tavern,5,$$ - $$$,restaurant,4.12,"32 Johnston St, Collingwood, Yarra, Victoria 3066 Australia",457,Greek,2
Archie's All Day,18,$$ - $$$,restaurant,4.14,"189 Gertrude St, Fitzroy, Yarra, Victoria 3065 Australia",162,Korean,2
Sapa Hills Restaurant,2,$$ - $$$,restaurant,3.51,"112 Hopkins St, Footscray, Maribyrnong, Victoria 3011 Australia",196,Indian,2
Ginza Teppanyaki,380,$$ - $$$,restaurant,4.5,"139 Little Bourke St, Melbourne, Victoria 3000 Australia",229,Korean,3
American Doughnut Kitchen,374,$,restaurant,3.53,"Queen St, Melbourne, Victoria 3000 Australia",100,American,1
Sir Charles,14,$$ - $$$,restaurant,3.22,"121 Johnston St, Fitzroy, Yarra, Victoria 3065 Australia",133,French,2
Eliana Lulu,287,$$ - $$$,restaurant,4.27,"7-9 Centre Pl, Melbourne, Victoria 3000 Australia",166,Indian,3
Mediterraneo Charcoal Restaurant,3,$$ - $$$,restaurant,3.87,"116 Bridport St, Albert Park, Port Phillip, Victoria 3206 Australia",171,Korean,2
Dumplings Plus,381,$,restaurant,4.8,"269 Swanston St, Melbourne, Victoria 3000 Australia",264,Chinese,1
Curry Vault Indian Restaurant and Bar,334,$$ - $$$,restaurant,3.07,"18-20 Bank Pl, Melbourne, Victoria 3000 Australia",300,Indian,2
The Point Restaurant,4,$$$$,restaurant,3.73,"Aquatic Drive Albert Park Lake, Albert Park, Port Phillip, Victoria 3206 Australia",242,Dessert,4
Massi,320,$$ - $$$,restaurant,4.51,"445 Little Collins St, Melbourne, Victoria 3000 Australia",83,Korean,2
Shark Fin Inn,406,$$ - $$$,restaurant,4.57,"50 Little Bourke St, Melbourne, Victoria 3000 Australia",586,Korean,2
The Crane Restaurant,416,$$ - $$$,restaurant,3.0,"212 Little Bourke St, Melbourne, Victoria 3000 Australia",194,Dessert,3
Daughter in Law,404,$$ - $$$,restaurant,4.59,"37 Little Bourke St Ground Floor, Melbourne, Victoria 3000 Australia",113,Greek,2
Little Cupcakes,398,$,restaurant,4.15,"Shop 6/181 William St, Goldsborough Lane, Melbourne, Victoria 3000 Australia",127,Dessert,1
Hawker Boys,399,$,restaurant,3.14,"85 Hardware Lane, Melbourne, Victoria 3000 Australia",70,Chinese,1
Carlton Curry House,400,$$ - $$$,restaurant,4.55,"108 Lygon St, Melbourne, Victoria 3053 Australia",204,Indian,3
Anchovy,11,$$ - $$$,restaurant,4.38,"338 Bridge Rd, Richmond, Yarra, Victoria 3121 Australia",93,Vietnamese,2
Sons of Mary,2,$$ - $$$,restaurant,3.6,"14 Spink St, Brighton, Bayside, Victoria 3186 Australia",233,Italian,3
Atrium Bar On 35,421,$$$$,restaurant,4.0,"25 Collins St, Melbourne, Victoria 3000 Australia",83,Greek,4
Sakura Kaiten,361,$$ - $$$,restaurant,4.35,"60 Little Collins St, Melbourne, Victoria 3000 Australia",132,Middle Eastern,3
The Hardware Club,218,$$ - $$$,restaurant,4.6,"43 Hardware Lane, Melbourne, Victoria 3000 Australia",57,Indian,3
Cornish Arms Hotel,4,$$ - $$$,restaurant,3.23,"163A Sydney Rd, Brunswick, Moreland, Victoria 3056 Australia",184,Greek,2
D.O.C,356,$$ - $$$,restaurant,4.47,"326 Lygon St Carlton, Melbourne, Victoria 3053 Australia",262,Middle Eastern,2
Cafe Cavallino,410,$$ - $$$,restaurant,4.13,"181-183 Lygon Street, Melbourne, Victoria Australia",260,Café,3
Jungle Juice Bar,393,$,restaurant,4.49,"20 Centre Pl, Melbourne, Victoria 3000 Australia",78,Dessert,1
Three Bags Full Cafe,2,$$ - $$$,restaurant,4.13,"Corner of Nicholson St and Mollison St,, Abbotsford, Yarra, Victoria 3067 Australia",230,Café,2
Chinta Ria Soul,18,$$ - $$$,restaurant,4.55,"94 Acland St, St Kilda, Port Phillip, Victoria 3182 Australia",247,French,2
Atta Restaurant,2,$$ - $$$,restaurant,4.4,"159-161 Victoria Ave Melbourne, Albert Park, Port Phillip, Victoria 3206 Australia",102,Chinese,3
Park Street Pasta & Wine,443,$$ - $$$,restaurant,4.13,"268 Park St South Melbourne, Melbourne, Victoria 3205 Australia",91,Italian,3
The Pancake Parlour,411,$$ - $$$,restaurant,3.87,"Centrepoint Arcade, Bourke Street Mall Centrepoint Arcade, Bourke Street Mall, Down the Escalators, Between Sportsgirl and Jetty Surf, Melbourne, Victoria 3000 Australia",323,Dessert,2
Bella Cosi,446,$$ - $$$,restaurant,3.89,"71 Beach St, Melbourne, Victoria 3207 Australia",71,American,2
At Ease - Easy Thai,437,$,restaurant,3.78,"195 Lonsdale St, Melbourne, Victoria 3000 Australia",75,Thai,1
Lolo and Wren,436,$$ - $$$,restaurant,3.53,"484 Albion St West Brunswick, Melbourne, Victoria Australia",84,American,2
Thai city,438,$$ - $$$,restaurant,3.17,"124 Lygon Street Carlton, Melbourne, Victoria 3000 Australia",72,Thai,2
Tokui Sushi,429,$,restaurant,4.61,"260 Lonsdale St, Melbourne, Victoria 3000 Australia",50,Japanese,1
